Object type,Attribute name,Data type,I/O,License,Version added,Description
plant,power_ramping_down,txy,Input,SHOP_OPEN,13.0.0.a,"Maximum limit for decrease in plant production per hour (xUnit: NO_UNIT, yUnit: MW_HOUR)"
plant,discharge_ramping_up,txy,Input,SHOP_OPEN,13.0.0.a,"Maximum limit for increase in plant discharge per hour (xUnit: NO_UNIT, yUnit: M3SEC_HOUR)"
plant,discharge_ramping_down,txy,Input,SHOP_OPEN,13.0.0.a,"Maximum limit for decrease in plant discharge per hour (xUnit: NO_UNIT, yUnit: M3SEC_HOUR)"
plant,block_merge_tolerance,txy,Input,SHOP_OPEN,13.0.0.a,"Maximum deviation in production between two time steps that allows SHOP to force these hours to have the same production in later iterations (xUnit: NO_UNIT, yUnit: MW)"
plant,block_generation_mwh,txy,Input,SHOP_BLOCK_GENERATION,13.0.0.a,"Gives a constant production for the plant in one or more blocks of time steps (xUnit: NO_UNIT, yUnit: HOUR)"
plant,block_generation_m3s,txy,Input,SHOP_BLOCK_GENERATION,13.0.0.a,"Gives a constant discharge for the plant in one or more blocks of time steps (xUnit: NO_UNIT, yUnit: HOUR)"
plant,frr_up_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FRR_UP delivery for the plant (xUnit: NO_UNIT, yUnit: MW)"
plant,frr_up_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FRR_UP delivery for the plant (xUnit: NO_UNIT, yUnit: MW)"
plant,frr_down_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FRR_DOWN delivery for the plant (xUnit: NO_UNIT, yUnit: MW)"
plant,frr_down_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FRR_DOWN delivery for the plant (xUnit: NO_UNIT, yUnit: MW)"
plant,rr_up_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum RR_UP delivery for the plant (xUnit: NO_UNIT, yUnit: MW)"
plant,frr_symmetric_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether all the generators in the plant should deliver both FRR_UP and FRR_DOWN as long as they are assigned for the FRR reserve (xUnit: NO_UNIT, yUnit: NO_UNIT)"
plant,bp_dyn_wv_flag,txy,Input,SHOP_BEST_PROFIT,13.0.0.a,"Flag determining whether water values in the best profit calculation should be based on dynamic results per time step from the optimization or the static end value description (xUnit: NO_UNIT, yUnit: NO_UNIT)"
plant,ref_prod,txy,Output,SHOP_BEST_PROFIT,13.0.0.a,"Production of the plant indicating the planned operating point as starting point for the best profit calculation (xUnit: NO_UNIT, yUnit: MW)"
plant,plant_unbalance_recommit,txy,Input,SHOP_OPEN,14.0.0.1,"Flag determining whether the generators in the plant should be recommitted when the optimization model changes from full mode to incremental mode and the resulting plant discharge is smaller than the optimal discharge from solver (xUnit: NO_UNIT, yUnit: NO_UNIT)"
plant,spinning_reserve_up_max,txy,Input,SHOP_RESERVE_GROUP,14.3.5.0,"Sets a maximum limit for the sum of spinning reserves delivered in the upward direction for the plant. The sum ranges over reserves delivered on all generators and pumps in the plant (xUnit: NO_UNIT, yUnit: MW)"
plant,spinning_reserve_down_max,txy,Input,SHOP_RESERVE_GROUP,14.3.5.0,"Sets a maximum limit for the sum of spinning reserves delivered in the downward direction for the plant. The sum ranges over reserves delivered on all generators and pumps in the plant (xUnit: NO_UNIT, yUnit: MW)"
plant,production,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting plant production, i.e. sum of resulting generator production (xUnit: NO_UNIT, yUnit: MW)"
plant,solver_production,txy,Output,SHOP_OPEN,14.0.0.1,"Preliminary result for the sum of generator production that is returned by the linearized optimization problem (xUnit: NO_UNIT, yUnit: MW)"
plant,sim_production,txy,Output,SHOP_OPEN,13.2.0.a,"Simulated plant production (xUnit: NO_UNIT, yUnit: MW)"
plant,prod_unbalance,txy,Output,SHOP_OPEN,13.0.0.a,"Difference between the result of the non-linear post-calculation (production) and the production determined by the linear optimization problem (solver_production) (xUnit: NO_UNIT, yUnit: MW)"
plant,consumption,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting plant consumption, i.e. sum of resulting pump consumption (xUnit: NO_UNIT, yUnit: MW)"
plant,sim_consumption,txy,Output,SHOP_SIMULATION,13.0.0.a,"Simulated plant consumption, i.e. sum of resulting pump consumption (xUnit: NO_UNIT, yUnit: MW)"
plant,solver_consumption,txy,Output,SHOP_OPEN,14.0.0.1,"Preliminary result for the sum of pump consumption that is returned by the linearized optimization problem (xUnit: NO_UNIT, yUnit: MW)"
plant,cons_unbalance,txy,Output,SHOP_OPEN,13.0.0.a,"Difference between the result of the non-linear post-calculation (consumption) and the consumption determined by the linear optimization problem (solver_consumption) (xUnit: NO_UNIT, yUnit: MW)"
plant,discharge,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting plant discharge, i.e. sum of resulting generator discharge (xUnit: NO_UNIT, yUnit: M3/S)"
plant,solver_discharge,txy,Output,SHOP_OPEN,14.0.0.1,"Preliminary result for the sum of generator discharge that is returned by the linearized optimization problem (xUnit: NO_UNIT, yUnit: M3/S)"
plant,sim_discharge,txy,Output,SHOP_OPEN,13.2.0.a,"Simulated plant discharge (xUnit: NO_UNIT, yUnit: M3/S)"
plant,upflow,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting plant upflow, i.e. sum of resulting pump upflow (xUnit: NO_UNIT, yUnit: M3/S)"
plant,sim_upflow,txy,Output,SHOP_SIMULATION,13.0.0.a,"Simulated plant upflow, i.e. sum of resulting pump upflow (xUnit: NO_UNIT, yUnit: M3/S)"
plant,solver_upflow,txy,Output,SHOP_OPEN,14.0.0.1,"Preliminary result for the sum of pump upflow that is returned by the linearized optimization problem (xUnit: NO_UNIT, yUnit: M3/S)"
plant,gross_head,txy,Output,SHOP_OPEN,14.0.0.1,"Plant gross head, i.e. the difference between upstream reservoir water level and MAX(plant outlet_line, downstream reservoir water level) (xUnit: NO_UNIT, yUnit: METER)"
plant,eff_head,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting plant effective head. If overall generating, effective plant head is defined as the lowest eff_head of the generators. If overall pumping, effective plant head is defined as the highest eff_head of the pumps. (xUnit: NO_UNIT, yUnit: METER)"
plant,head_loss,txy,Output,SHOP_OPEN,13.0.0.a,"Plant head loss, i.e. the plant gross head minus the lowest effective head of the unit in the plant. If overall generating, plant head loss is positive. If overall pumping, plant head loss is negative. (xUnit: NO_UNIT, yUnit: METER)"
plant,min_p_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the time-dependent maximum production limit for the plant is violated (xUnit: NO_UNIT, yUnit: MW)"
plant,max_p_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the time-dependent maximum production limit for the plant is violated (xUnit: NO_UNIT, yUnit: MW)"
plant,min_q_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the time-dependent minimum discharge limit for the plant is violated (xUnit: NO_UNIT, yUnit: MM3)"
plant,max_q_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when the time-dependent maximum discharge limit for the plant is violated (xUnit: NO_UNIT, yUnit: MM3)"
plant,p_constr_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty cost when the time-dependent maximum or minimum production limit for the plant is violated (xUnit: NO_UNIT, yUnit: NOK)"
plant,q_constr_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty cost when the time-dependent maximum or minimum discharge limit for the plant is violated (xUnit: NO_UNIT, yUnit: NOK)"
plant,schedule_up_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when deviating above the plant schedule (xUnit: NO_UNIT, yUnit: NOK)"
plant,schedule_down_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty when deviating below the plant schedule (xUnit: NO_UNIT, yUnit: NOK)"
plant,schedule_penalty,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting penalty cost for violation of the plant schedule (xUnit: NO_UNIT, yUnit: NOK)"
plant,best_profit_q,xyt,Output,SHOP_BEST_PROFIT,13.0.0.a,"Plant discharge after changing the production of the plant from the current operating point to a new point in the best profit curve of the plant (xUnit: MW, yUnit: M3/S)"
plant,best_profit_mc,xyt,Output,SHOP_BEST_PROFIT,13.0.0.a,"Marginal production cost after changing the production of the plant from the current operating point to a new point in the best profit curve of the plant (xUnit: MW, yUnit: NOK/MW)"
plant,best_profit_ac,xyt,Output,SHOP_BEST_PROFIT,13.0.0.a,"Average production cost after changing the production of the plant from the current operating point to a new point in the best profit curve of the plant (xUnit: MW, yUnit: NOK/MW)"
plant,best_profit_commitment_cost,xyt,Output,SHOP_BEST_PROFIT,13.5.4.e,"Sum of startup costs or shutdown costs after changing the production of the plant from the current operating point to a new point in the best profit curve of the plant (xUnit: MW, yUnit: NOK)"
plant,best_profit_bid_matrix,xyt,Output,SHOP_BEST_PROFIT,14.2.2.0,"A plant bid matrix created by reducing the best_profit_mc curves when the command 'print bp_bid_matrix' is called. The maximum number of price columns in the bid matrix is set by the attribute bp_bid_matrix_points on the global_settings object. (xUnit: MW, yUnit: NOK/MW)"
plant,times_of_wrong_pq_uploading,int,Output,SHOP_OPEN,14.0.0.9,"How many times the unit PQ segments are wrongly uploaded, i.e. the latter segments are fulfilled first. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,type,int,Output,SHOP_OPEN,13.0.0.a,"Specification of type of generator when using ASCII-files as input. 0 indicates Francis or Kaplan turbine while PELTON indicates a pelton unit (or a unit where forbidden operating zones is modelled as pelton) (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,num_needle_comb,int,Output,SHOP_OPEN,13.0.0.a,"Number of needle combinations for pelton units (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,prod_area,txy,Input,SHOP_OPEN,13.0.0.a,"Production from this generator will be sold in markets connected to the given production area (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,initial_state,int,Input,SHOP_INITIAL_STATE,13.0.0.a,"The initial operation state of the generator before the optimization period: -1 = not set; 0 = not running; 1 = running (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,penstock,int,Input,SHOP_OPEN,13.0.0.a,"The penstock number the generator is connected to (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,p_min,double,Input,SHOP_OPEN,13.0.0.a,"Static minimum production for the generator (xUnit: MW, yUnit: MW)"
generator,p_max,double,Input,SHOP_OPEN,13.0.0.a,"Static maximum production for the generator (xUnit: MW, yUnit: MW)"
generator,p_nom,double,Input,SHOP_OPEN,13.0.0.a,"The nominal production that is the rated capacity of the generator (xUnit: MW, yUnit: MW)"
generator,gen_eff_curve,xy,Input,SHOP_OPEN,13.0.0.a,"The generator efficiency curve (xUnit: MW, yUnit: %)"
generator,turb_eff_curves,xy_array,Input,SHOP_OPEN,13.0.0.a,"The head-dependent turbine efficiency curve(s) (xUnit: M3/S, yUnit: %)"
generator,maintenance_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the generator is out for maintenance for a given time step (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,startcost,txy,Input,SHOP_TIME_STARTCOST,13.0.0.a,"Generator startup cost (xUnit: NO_UNIT, yUnit: NOK)"
generator,stopcost,txy,Input,SHOP_BLOCK_MERGE,13.0.0.a,"Generator shutdown cost (xUnit: NO_UNIT, yUnit: NOK)"
generator,discharge_cost_curve,xy_array,Input,SHOP_BEP_COST_CURVE,13.0.0.a,"Extra cost depending on the discharge of the generator (xUnit: M3/S, yUnit: NOK/H/M3/S)"
generator,priority,txy,Input,SHOP_OPEN,13.0.0.a,"Time-dependent generators priority to define the uploading order among all the generators in a plant (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,committed_in,txy,Input,SHOP_OPEN,13.0.0.a,"Committed status given by the user used to define the operating status of the generator in the optimization: 0 - committed not to run; 1 - committed to run (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,committed_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the input commit status should be used for a given time step or not (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,min_p_constr,txy,Input,SHOP_TIME_VARIANT_GEN_MIN_PROD,13.0.0.a,"Time-dependent minimum production limit for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,min_p_constr_flag,txy,Input,SHOP_TIME_VARIANT_GEN_MIN_PROD,13.0.0.a,"Flag determining whether the time-dependent minimum production limit for the generator should be included in the building of the original PQ curve (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,max_p_constr,txy,Input,SHOP_TIME_VARIANT_GEN_MAX_PROD,13.0.0.a,"Time-dependent maximum production limit for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,max_p_constr_flag,txy,Input,SHOP_TIME_VARIANT_GEN_MAX_PROD,13.0.0.a,"Flag determining whether the time-dependent maximum production limit for the generator should be included in the building of the original PQ curve (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,min_q_constr,txy,Input,SHOP_TIME_VARIANT_GEN_MIN_PROD,13.0.0.a,"Time-dependent minimum discharge limit for the generator (xUnit: NO_UNIT, yUnit: M3/S)"
generator,min_q_constr_flag,txy,Input,SHOP_TIME_VARIANT_GEN_MIN_PROD,13.0.0.a,"Flag determining whether the time-dependent minimum discharge limit for the generator should be included in the building of the original PQ curve (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,max_q_constr,txy,Input,SHOP_TIME_VARIANT_GEN_MAX_PROD,13.0.0.a,"Time-dependent maximum discharge limit for the generator (xUnit: NO_UNIT, yUnit: M3/S)"
generator,max_q_constr_flag,txy,Input,SHOP_TIME_VARIANT_GEN_MAX_PROD,13.0.0.a,"Flag determining whether the time-dependent maximum discharge limit for the generator should be included in the building of the original PQ curve (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,max_q_limit_rsv_down,xy,Input,SHOP_OPEN,13.0.0.a,"Maximum generator discharge limit (m3/s) and downstream reservoir water level (meter above sea level) relation (xUnit: METER, yUnit: M3/S)"
generator,upstream_min,txy,Input,SHOP_RESIDUAL_RESERVOIR,13.0.0.a,"Minimum water level of upstream reservoir required for running the generator (xUnit: NO_UNIT, yUnit: METER)"
generator,upstream_min_flag,txy,Input,SHOP_RESIDUAL_RESERVOIR,13.0.0.a,"Flag determining whether the minimum water level of upstream reservoir required for running the generator should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,downstream_max,txy,Input,SHOP_OPEN,13.0.0.a,"Maximum water level of downstream reservoir required for running the generator (xUnit: NO_UNIT, yUnit: METER)"
generator,downstream_max_flag,txy,Input,SHOP_RESIDUAL_RESERVOIR,13.0.0.a,"Flag determining whether the maximum water level of downstream required for running the generator should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,production_schedule,txy,Input,SHOP_OPEN,13.0.0.a,"Generator production schedule (xUnit: NO_UNIT, yUnit: MW)"
generator,production_schedule_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the generator production schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,discharge_schedule,txy,Input,SHOP_OPEN,13.0.0.a,"Generator discharge schedule (xUnit: NO_UNIT, yUnit: M3/S)"
generator,discharge_schedule_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the generator discharge schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,fcr_mip_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether binary variables should be used to indicate that the generator can contribute to FCR only if its unused capacity is no less than 2% of the maximum production limit (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,p_fcr_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Temporary minimum production for the generator when delivering FCR (xUnit: NO_UNIT, yUnit: MW)"
generator,p_fcr_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Temporary maximum production for the generator when delivering FCR (xUnit: NO_UNIT, yUnit: MW)"
generator,p_rr_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Temporary minimum production for the generator when delivering RR (xUnit: NO_UNIT, yUnit: MW)"
generator,frr_up_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FRR_UP delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,frr_up_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FRR_UP delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,frr_down_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FRR_DOWN delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,frr_down_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FRR_DOWN delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_up_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FCR_N_UP delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_up_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FCR_N_UP delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_down_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FCR_N_DOWN delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_down_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FCR_N_DOWN delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_up_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum FCR_D_UP delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_up_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum FCR_D_UP delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_down_min,txy,Input,SHOP_RESERVE_GROUP,14.2.0.0,"Minimum FCR_D_DOWN delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_down_max,txy,Input,SHOP_RESERVE_GROUP,14.2.0.0,"Maximum FCR_D_DOWN delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,rr_up_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum RR_UP delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,rr_up_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum RR_UP delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,rr_down_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Minimum RR_DOWN delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,rr_down_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Maximum RR_DOWN delivery for the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_up_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Generator FCR_N_UP delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_up_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the generator FCR_N_UP delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,fcr_n_down_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Generator FCR_N_DOWN delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_n_down_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the generator FCR_N_DOWN delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,fcr_d_up_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Generator FCR_D_UP delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_up_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the generator FCR_D_UP delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,fcr_d_down_schedule,txy,Input,SHOP_RESERVE_GROUP,14.2.0.0,"Generator FCR_D_DOWN delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
generator,fcr_d_down_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,14.2.0.0,"Flag determining whether the generator FCR_D_DOWN delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,frr_up_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Generator FRR_UP delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
generator,frr_up_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the generator FRR_UP delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,frr_down_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Generator FRR_DOWN delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
generator,frr_down_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the generator FRR_DOWN delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,rr_up_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Generator RR_UP delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
generator,rr_up_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the generator RR_UP delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,rr_down_schedule,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Generator RR_DOWN delivery schedule (xUnit: NO_UNIT, yUnit: MW)"
generator,rr_down_schedule_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the generator RR_DOWN delivery schedule should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,droop_cost,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"The cost for the unit droop when it is modelled as a variable in the optimization model. This cost should increase when the unit droop decreases (xUnit: NO_UNIT, yUnit: NOK)"
generator,fixed_droop,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Fixed unit droop given as input data (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,fixed_droop_flag,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"Flag determining whether the fixed droop setting should be included in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,droop_min,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"The lower bound of the unit droop when it is modelled as a variable in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,droop_max,txy,Input,SHOP_RESERVE_GROUP,13.0.0.a,"The upper bound of the unit droop when it is modelled as a variable in the optimization model (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,discrete_droop_values,double_array,Input,SHOP_DISCRETE_DROOP,14.0.1.0,"A list of all legal droop values for the generator. If the functionality for fixing the unit droop is activated by the 'set droop_discretization_limit' command, this list of discrete values will be used when fixing the generator droop (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,reserve_ramping_cost_up,txy,Input,SHOP_RESERVE_CLUSTERING_FUNCTIONALITY,13.0.0.a,"Upward reserve ramping cost for changing reserve delivery of the generator (xUnit: NO_UNIT, yUnit: NOK)"
generator,reserve_ramping_cost_down,txy,Input,SHOP_RESERVE_CLUSTERING_FUNCTIONALITY,13.0.0.a,"Downward reserve ramping cost for changing reserve delivery of the generator (xUnit: NO_UNIT, yUnit: NOK)"
generator,ref_production,txy,Input,SHOP_OPEN,13.0.0.a,"Production of the generator indicating the planned operating point as starting point for the best profit calculation (xUnit: NO_UNIT, yUnit: MW)"
generator,schedule_deviation_flag,txy,Input,SHOP_OPEN,13.0.0.a,"Flag determining whether the generator can deviate from the input schedule when calculating marginal cost and best profit curves (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,gen_turn_off_limit,txy,Input,SHOP_OPEN,14.0.0.1,"A decimal number between 0 and 1 that signifies if the generator operates below the fraction (the decimal number) of its minimum operating limit in a full mode without MIP, the unit will be turned off. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
generator,fcr_n_up_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FCR-N up reserves on this generator (xUnit: NO_UNIT, yUnit: NOK/MW)"
generator,fcr_n_down_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FCR-N down reserves on this generator (xUnit: NO_UNIT, yUnit: NOK/MW)"
generator,fcr_d_up_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FCR-D up reserves on this generator (xUnit: NO_UNIT, yUnit: NOK/MW)"
generator,fcr_d_down_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FCR-D down reserves on this generator (xUnit: NO_UNIT, yUnit: NOK/MW)"
generator,frr_up_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FRR up reserves on this generator (xUnit: NO_UNIT, yUnit: NOK/MW)"
generator,frr_down_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating FRR down reserves on this generator (xUnit: NO_UNIT, yUnit: NOK/MW)"
generator,rr_up_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating RR up reserves on this generator (xUnit: NO_UNIT, yUnit: NOK/MW)"
generator,rr_down_cost,txy,Input,SHOP_RESERVE_GROUP,14.3.4.0,"The cost of allocating RR down reserves on this generator (xUnit: NO_UNIT, yUnit: NOK/MW)"
generator,spinning_reserve_up_max,txy,Input,SHOP_RESERVE_GROUP,14.3.5.0,"Sets a maximum limit for the sum of spinning reserves delivered in the upward direction on the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,spinning_reserve_down_max,txy,Input,SHOP_RESERVE_GROUP,14.3.5.0,"Sets a maximum limit for the sum of spinning reserves delivered in the downward direction on the generator (xUnit: NO_UNIT, yUnit: MW)"
generator,eff_head,txy,Output,SHOP_OPEN,14.0.0.1,"Resulting effective head of the generator (xUnit: NO_UNIT, yUnit: METER)"
generator,sim_eff_head,txy,Output,SHOP_OPEN,13.5.4.c,"The simulated effective head of the generator (xUnit: NO_UNIT, yUnit: METER)"
generator,head_loss,txy,Output,SHOP_OPEN,14.0.0.1,"Resulting head loss of the generator, i.e. the plant gross head (gross_head) minus the effective head of the generator (eff_head) (xUnit: NO_UNIT, yUnit: METER)"
generator,production,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting generator production, calculated base on discharge (xUnit: NO_UNIT, yUnit: MW)"
generator,solver_production,txy,Output,SHOP_OPEN,13.0.0.a,"Preliminary result for generator production that is returned by the linearized optimization problem (xUnit: NO_UNIT, yUnit: MW)"
generator,sim_production,txy,Output,SHOP_OPEN,13.2.0.a,"Simulated generator production (xUnit: NO_UNIT, yUnit: MW)"
generator,discharge,txy,Output,SHOP_OPEN,13.0.0.a,"Resulting generator discharge. If solver_discharge >= gen_turn_off_limit, discharge is equal to solver_discharge. Otherwise, discharge = 0. (xUnit: NO_UNIT, yUnit: M3/S)"
generator,solver_discharge,txy,Output,SHOP_OPEN,13.0.0.a,"Preliminary result for generator discharge that is returned by the linearized optimization problem (xUnit: NO_UNIT, yUnit: M3/S)"
generator,sim_discharge,txy,Output,SHOP_OPEN,13.2.0.a,"Simulated generator discharge (xUnit: NO_UNIT, yUnit: M3/S)"
generator,committed_out,txy,Output,SHOP_OPEN,13.0.0.a,"Committed status of the generator as a result of the optimization: 0 - not running; 1 - committed to run. Note that if a Pelton is committed to run, the number of needle_comb is returned. (xUnit: NO_UNIT, yUnit: NO_UNIT)"
